ident,type,name,latitude_deg,longitude_deg,iso_country,municipality,longest_runway_ft,Amiri,A319_Amiri
5A8,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,US,Aleknagik,2040.0,0,0
AGGH,large_airport,Honiara International Airport,-9.428,160.054993,SB,Honiara,7218.0,0,0
AGGM,medium_airport,Munda Airport,-8.32797,157.263,SB,Munda,4593.0,0,0
ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,NR,Yaren District,7054.0,0,0
AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,CN,Bayanhot,7874.0,0,0
AYBA,medium_airport,Baimuru Airport,-7.49686002731,144.819900513,PG,Baimuru,2953.0,0,0
AYBK,medium_airport,Buka Airport,-5.422319889068604,154.67300415039062,PG,Buka Island,5125.0,0,0
AYCH,medium_airport,Chimbu Airport,-6.024290084838867,144.9709930419922,PG,Kundiawa,3330.0,0,0
AYDU,medium_airport,Daru Airport,-9.08676,143.207993,PG,Daru,4593.0,0,0
AYGA,medium_airport,Goroka Airport,-6.081689834590001,145.391998291,PG,Goronka,5400.0,0,0
AYGN,medium_airport,Gurney Airport,-10.3114995956,150.333999634,PG,Gurney,5546.0,0,0
AYGR,medium_airport,Girua Airport,-8.80453968048,148.309005737,PG,Popondetta,5485.0,0,0
AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,PG,Kimbe,6644.0,0,0
AYKM,medium_airport,Kerema Airport,-7.96361017227,145.770996094,PG,Kerema,3044.0,0,0
AYKV,medium_airport,Kavieng Airport,-2.57940006256,150.807998657,PG,Kavieng,5592.0,0,0
AYMD,medium_airport,Madang Airport,-5.20707988739,145.789001465,PG,Madang,5174.0,0,0
AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.828212,144.299412,PG,Mount Hagen,7185.0,0,0
AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,PG,Mendi,4411.0,0,0
AYMO,medium_airport,Momote Airport,-2.06189,147.423996,PG,Manus Island,6136.0,0,0
AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,PG,Lae,7999.0,0,0
AYPY,large_airport,Port Moresby Jacksons International Airport,-9.44338035583496,147.22000122070312,PG,Port Moresby,9022.0,0,0
AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,PG,Kokopo,5643.0,0,0
AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,PG,Vanimo,5775.0,0,0
AYWD,medium_airport,Wapenamanda Airport,-5.635293,143.892231,PG,Wapenamanda,5052.0,0,0
AYWK,medium_airport,Wewak International Airport,-3.58383011818,143.669006348,PG,Wewak,5234.0,0,0
BG-JAM,medium_airport,Bezmer Air Base,42.454899,26.3522,BG,Bezmer,8193.0,0,0
BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,GL,Aasiaat,2621.0,0,0
BGBW,medium_airport,Narsarsuaq Airport,61.1605,-45.425999,GL,Narsarsuaq,6004.0,0,0
BGGH,medium_airport,Nuuk Airport,64.191066,-51.67914,GL,Nuuk,7217.0,0,0
BGJN,medium_airport,Ilulissat Airport,69.243202,-51.057098,GL,Ilulissat,2772.0,0,0
BGKK,medium_airport,Kulusuk Airport,65.573601,-37.1236,GL,Kulusuk,3934.0,0,0
BGSF,medium_airport,Kangerlussuaq Airport,67.010446,-50.715294,GL,Kangerlussuaq,9219.0,0,0
BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,GL,Sisimiut,2621.0,0,0
BGTL,medium_airport,Pituffik Space Base,76.531197,-68.703201,GL,Pituffik,9997.0,0,0
BIAR,medium_airport,Akureyri Airport,65.656573,-18.072018,IS,Akureyri,7874.0,0,0
BIEG,medium_airport,Egilsstaðir Airport,65.2833023071289,-14.401399612426758,IS,Egilsstaðir,6562.0,0,0
BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,IS,Höfn,4921.0,0,0
BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,IS,Húsavík,5266.0,0,0
BIIS,medium_airport,Ísafjörður Airport,66.058098,-23.1353,IS,Ísafjörður,4593.0,0,0
BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,IS,Reykjavík,10056.0,1,1
BIRK,medium_airport,Reykjavík Domestic Airport,64.128732,-21.93759,IS,Reykjavík,5141.0,0,0
BISI,medium_airport,Siglufjörður Airport,66.137847,-18.908157,IS,Siglufjörður,3556.0,0,0
BIVM,medium_airport,Vestmannaeyjar Airport,63.42430114746094,-20.27890014648437,IS,Vestmannaeyjar,3934.0,0,0
BKPR,medium_airport,Priština Adem Jashari International Airport,42.5728,21.035801,XK,Prishtina,9974.0,0,0
BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,BR,Vitória da Conquista,6890.0,0,0
BTZ,medium_airport,Betong International Airport,5.79,101.15,TH,Betong,5906.0,0,0
BY-0001,medium_airport,Orsha Airport - Balbasovo Air Base,54.439999,30.2967,BY,Orsha,9845.0,0,0
BZ-CZH,medium_airport,Corozal Airport,18.3822,-88.411903,BZ,Corozal,2198.0,0,0
BZ-PND,medium_airport,Punta Gorda Airport,16.1024,-88.808296,BZ,Punta Gorda,2372.0,0,0
BZ-SJX,medium_airport,Sartaneja Airport,18.3561,-88.130798,BZ,Sartaneja,2510.0,0,0
CAJ4,medium_airport,Anahim Lake Airport,52.451501,-125.303776,CA,Anahim Lake,3930.0,0,0
CAT4,medium_airport,Qualicum Beach Airport,49.337456,-124.393086,CA,Qualicum Beach,3565.0,0,0
CAZ5,medium_airport,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,CA,Cache Creek,3280.0,0,0
CBBC,medium_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,CA,Bella Bella,3700.0,0,0
CN-0079,medium_airport,Shaoguan Danxia Airport,24.9786,113.420998,CN,Shaoguan,9186.0,0,0
CN-0081,medium_airport,Jinggangshan Airport,26.856899,114.737,CN,Ji'an,8530.0,0,0
CN-0188,medium_airport,Beijing Nanjiao Airport,39.48595,116.37236,CN,Beijing,12467.0,0,0
CN-0237,medium_airport,Tashikuergan Hongqilafu Airport,37.661333,75.288877,CN,Tashikuergan,12467.0,0,0
CN-0321,medium_airport,Anji Tianzihu General Airport,30.797725,119.590287,CN,Anji,2625.0,0,0
CNC3,medium_airport,Brampton-Caledon Airport,43.7603,-79.875,CA,,3500.0,0,0
CYAG,medium_airport,Fort Frances Municipal Airport,48.655749,-93.44349,CA,Fort Frances,4500.0,0,0
CYAH,medium_airport,La Grande-4 Airport,53.754699707,-73.6753005981,CA,La Grande-4,5000.0,0,0
CYAM,medium_airport,Sault Ste Marie Airport,46.483216,-84.508467,CA,Sault Ste Marie,6000.0,0,0
CYAQ,medium_airport,Kasabonika Airport,53.52470016479492,-88.6427993774414,CA,Kasabonika,3500.0,0,0
CYAV,medium_airport,Winnipeg / St. Andrews Airport,50.0564,-97.032501,CA,Winnipeg/Saint Andrews,3000.0,0,0
CYAX,medium_airport,Lac du Bonnet Airport,50.294399,-96.010002,CA,Lac du Bonnet,3600.0,0,0
CYAY,medium_airport,St. Anthony Airport,51.391909,-56.08321,CA,St. Anthony,4000.0,0,0
CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,CA,Tofino,5000.0,0,0
CYBC,medium_airport,Baie-Comeau Airport,49.1325,-68.204399,CA,Baie-Comeau,6000.0,0,0
CYBD,medium_airport,Bella Coola Airport,52.387501,-126.596001,CA,Bella Coola,4200.0,0,0
CYBF,medium_airport,Bonnyville Airport,54.304199,-110.744003,CA,Bonnyville,4434.0,0,0
CYBG,medium_airport,CFB Bagotville / Saguenay-Bagotville Airport,48.331908,-70.992909,CA,La Baie,10000.0,0,0
CYBK,medium_airport,Baker Lake Airport,64.29889678960001,-96.077796936,CA,Baker Lake,4200.0,0,0
CYBL,medium_airport,Campbell River Airport,49.950802,-125.271004,CA,Campbell River,6499.0,0,0
CYBR,medium_airport,Brandon Municipal Airport,49.91,-99.951897,CA,Brandon,6500.0,0,0
CYBU,medium_airport,Nipawin Airport,53.33250045776367,-104.00800323486328,CA,Nipawin,2930.0,0,0
CYBW,medium_airport,Calgary / Springbank Airport,51.1031,-114.374001,CA,Calgary,5000.0,0,0
CYBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,51.4436,-57.185299,CA,Blanc-Sablon,4500.0,0,0
CYCB,medium_airport,Cambridge Bay Airport,69.1081008911,-105.138000488,CA,Cambridge Bay,5000.0,0,0
CYCC,medium_airport,Cornwall Regional Airport,45.092637,-74.567724,CA,Cornwall,3500.0,0,0
CYCD,medium_airport,Nanaimo Airport,49.05497,-123.869863,CA,Nanaimo,6602.0,0,0
CYCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,43.285599,-81.508301,CA,Huron Park,5012.0,0,0
CYCG,medium_airport,Castlegar/West Kootenay Regional Airport,49.296398,-117.632004,CA,Castlegar,5300.0,0,0
CYCH,medium_airport,Miramichi Airport,47.007801,-65.449203,CA,Miramichi,10006.0,0,0
CYCL,medium_airport,Charlo Airport,47.990799,-66.330299,CA,Charlo,6000.0,0,0
CYCN,medium_airport,Cochrane Airport,49.10559844970703,-81.01360321044922,CA,Cochrane,4500.0,0,0
CYCP,medium_airport,Blue River Airport,52.11669921875,-119.28299713134766,CA,Blue River,5000.0,0,0
CYCQ,medium_airport,Chetwynd Airport,55.687198638916016,-121.6269989013672,CA,Chetwynd,4484.0,0,0
CYDA,medium_airport,Dawson City Airport,64.04309844970703,-139.1280059814453,CA,Dawson City,5000.0,0,0
CYDB,medium_airport,Burwash Airport,61.371101,-139.041,CA,Burwash Landing,5006.0,0,0
CYDF,medium_airport,Deer Lake Airport,49.2108,-57.391399,CA,Deer Lake,8005.0,0,0
CYDM,medium_airport,Ross River Airport,61.9706001282,-132.42300415,CA,Ross River,5000.0,0,0
CYDN,medium_airport,Dauphin Barker Airport,51.1008,-100.052002,CA,Dauphin,5000.0,0,0
CYDO,medium_airport,Dolbeau-Saint-Felicien Airport,48.7785,-72.375,CA,Dolbeau-Saint-Felicien,4971.0,0,0
CYDQ,medium_airport,Dawson Creek Airport,55.741245,-120.183263,CA,Dawson Creek,5001.0,0,0
CYEE,medium_airport,Huronia Airport,44.6833000183,-79.9282989502,CA,Midland,3998.0,0,0
CYEG,large_airport,Edmonton International Airport,53.3097,-113.580002,CA,Edmonton,11000.0,1,0
CYEL,medium_airport,Elliot Lake Municipal Airport,46.351398468,-82.5614013672,CA,Elliot Lake,4500.0,0,0
CYEM,medium_airport,Manitoulin East Municipal Airport,45.842435,-81.857595,CA,Sheguiandah,3500.0,0,0
CYEN,medium_airport,Estevan Airport,49.2103004456,-102.966003418,CA,Estevan,5000.0,0,0
CYET,medium_airport,Edson Airport,53.5788993835,-116.464996338,CA,Edson,6000.0,0,0
CYEV,medium_airport,Inuvik Mike Zubko Airport,68.30419921880001,-133.483001709,CA,Inuvik,6000.0,0,0
CYEY,medium_airport,Amos/Magny Airport,48.563903,-78.249702,CA,Amos,5000.0,0,0
CYFB,medium_airport,Iqaluit Airport,63.756402,-68.555801,CA,Iqaluit,8605.0,0,0
CYFC,medium_airport,Fredericton Airport,45.868900299072266,-66.53720092773438,CA,Fredericton,8005.0,0,0
CYFE,medium_airport,Forestville Airport,48.74610137939453,-69.09719848632812,CA,Forestville,5000.0,0,0
CYFJ,medium_airport,Mont-Tremblant International Airport,46.409401,-74.779999,CA,La Macaza,5587.0,0,0
CYFR,medium_airport,Fort Resolution Airport,61.1808013916,-113.690002441,CA,Fort Resolution,4001.0,0,0
CYFS,medium_airport,Fort Simpson Airport,61.76020050048828,-121.23699951171876,CA,Fort Simpson,6000.0,0,0
CYGD,medium_airport,Goderich Airport,43.7668991089,-81.7106018066,CA,Goderich,5000.0,0,0
CYGE,medium_airport,Golden Airport,51.299196,-116.982002,CA,Golden,4500.0,0,0
CYGK,medium_airport,Kingston Norman Rogers Airport,44.2253,-76.596901,CA,Kingston,6001.0,0,0
CYGL,medium_airport,La Grande Rivière Airport,53.625301361083984,-77.7042007446289,CA,La Grande Rivière,6500.0,0,0
CYGM,medium_airport,Gimli Industrial Park Airport,50.62810134887695,-97.04329681396484,CA,Gimli,6800.0,0,0
CYGP,medium_airport,Michel-Pouliot Gaspé Airport,48.774915,-64.481893,CA,Gaspé,5488.0,0,0
CYGQ,medium_airport,Geraldton Greenstone Regional Airport,49.77830123901367,-86.93939971923828,CA,Geraldton,5000.0,0,0
CYGR,medium_airport,Îles-de-la-Madeleine Airport,47.425242,-61.778612,CA,Les Îles-de-la-Madeleine,4500.0,0,0
CYGV,medium_airport,Havre-Saint-Pierre Airport,50.281898,-63.611401,CA,Havre-Saint-Pierre,4500.0,0,0
CYGW,medium_airport,Kuujjuarapik Airport,55.28189849853516,-77.76529693603516,CA,Kuujjuarapik,5052.0,0,0
CYHD,medium_airport,Dryden Regional Airport,49.831699,-92.744202,CA,Dryden,5993.0,0,0
CYHF,medium_airport,Hearst René Fontaine Municipal Airport,49.71419906616211,-83.68609619140625,CA,Hearst,4500.0,0,0
CYHM,medium_airport,John C. Munro Hamilton International Airport,43.1735992432,-79.93499755859999,CA,Hamilton,10006.0,0,0
CYHN,medium_airport,Hornepayne Municipal Airport,49.19309997558594,-84.75890350341797,CA,Hornepayne,3500.0,0,0
CYHT,medium_airport,Haines Junction Airport,60.7892,-137.546005,CA,Haines Junction,5000.0,0,0
CYHU,medium_airport,Montréal / Saint-Hubert Metropolitan Airport,45.517502,-73.416901,CA,Montréal,7840.0,0,0
CYHY,medium_airport,Hay River / Merlyn Carter Airport,60.8396987915,-115.782997131,CA,Hay River,6000.0,0,0
CYHZ,large_airport,Halifax / Stanfield International Airport,44.8807983398,-63.5085983276,CA,Halifax,10500.0,1,0
CYIB,medium_airport,Atikokan Municipal Airport,48.773899,-91.638603,CA,Atikokan,3500.0,0,0
CYID,medium_airport,Digby / Annapolis Regional Airport,44.5458450365,-65.7854247093,CA,Digby,3950.0,0,0
CYIF,medium_airport,St Augustin Airport,51.2117,-58.658298,CA,St-Augustin,4590.0,0,0
CYIV,medium_airport,Island Lake Airport,53.857200622558594,-94.65360260009766,CA,Island Lake,4000.0,0,0
CYJF,medium_airport,Fort Liard Airport,60.2358016968,-123.46900177,CA,Fort Liard,2946.0,0,0
CYJN,medium_airport,St Jean Airport,45.29439926147461,-73.28109741210938,CA,St Jean,4000.0,0,0
CYJT,medium_airport,Dymond Airport,48.544201,-58.549999,CA,Stephenville,10000.0,0,0
CYKA,medium_airport,Kamloops John Moose Fulton Field Regional Airport,50.703038,-120.448641,CA,Kamloops,8000.0,0,0
CYKF,medium_airport,Region of Waterloo International Airport,43.4608,-80.378601,CA,Breslau,7003.0,0,0
CYKJ,medium_airport,Key Lake Airport,57.25609970092773,-105.61799621582033,CA,Key Lake,5200.0,0,0
CYKL,medium_airport,Schefferville Airport,54.805301666259766,-66.8052978515625,CA,Schefferville,5000.0,0,0
CYKM,medium_airport,Kincardine Municipal Airport,44.201401,-81.606697,CA,Kincardine,4085.0,0,0
CYKX,medium_airport,Kirkland Lake Airport,48.21030044555664,-79.98139953613281,CA,Kirkland Lake,4500.0,0,0
CYKY,medium_airport,Kindersley Airport,51.5175018311,-109.180999756,CA,Kindersley,3507.0,0,0
CYLD,medium_airport,Chapleau Airport,47.81999969482422,-83.3467025756836,CA,Chapleau,5000.0,0,0
CYLJ,medium_airport,Meadow Lake Airport,54.125301361083984,-108.52300262451172,CA,Meadow Lake,5000.0,0,0
CYLL,medium_airport,Lloydminster Airport,53.3092,-110.072998,CA,Lloydminster,5577.0,0,0
CYLR,medium_airport,Leaf Rapids Airport,56.513301849365234,-99.98529815673828,CA,Leaf Rapids,3000.0,0,0
CYLS,medium_airport,Barrie-Lake Simcoe Regional Airport,44.485056,-79.554663,CA,Barrie,6001.0,0,0
CYLT,medium_airport,Alert Airport,82.517799,-62.280602,CA,Alert,5500.0,0,0
CYLW,medium_airport,Kelowna International Airport,49.9561,-119.377998,CA,Kelowna,8900.0,0,0
CYMA,medium_airport,Mayo Airport,63.61640167236328,-135.8679962158203,CA,Mayo,4856.0,0,0
CYME,medium_airport,Matane Airport,48.85689926147461,-67.45330047607422,CA,Matane,5500.0,0,0
CYMG,medium_airport,Manitouwadge Airport,49.08390045166016,-85.86060333251953,CA,Manitouwadge,3600.0,0,0
CYMJ,medium_airport,Moose Jaw Air Vice Marshal C. M. McEwen Airport,50.330299377441406,-105.55899810791016,CA,Moose Jaw,8326.0,0,0
CYML,medium_airport,Charlevoix Airport,47.59749984741211,-70.2238998413086,CA,Charlevoix,4501.0,0,0
CYMM,medium_airport,Fort McMurray Airport,56.653301239,-111.222000122,CA,Fort McMurray,7503.0,0,0
CYMO,medium_airport,Moosonee Airport,51.29109954833984,-80.60780334472656,CA,Moosonee,4000.0,0,0
CYMT,medium_airport,Chapais Airport,49.77190017700195,-74.5280990600586,CA,Chibougamau,6496.0,0,0
CYMX,medium_airport,Montreal International (Mirabel) Airport,45.679501,-74.038696,CA,Montréal,12000.0,0,0
CYNA,medium_airport,Natashquan Airport,50.190114,-61.78898,CA,Natashquan,4494.0,0,0
CYND,medium_airport,Ottawa / Gatineau Airport,45.521702,-75.563599,CA,Gatineau,6000.0,0,0
CYNJ,medium_airport,Langley Airport,49.1008,-122.630997,CA,Langley,2743.0,0,0
CYNL,medium_airport,Points North Landing Airport,58.27669906616211,-104.08200073242188,CA,Points North Landing,6000.0,0,0
CYNM,medium_airport,Matagami Airport,49.76169967651367,-77.80280303955078,CA,Matagami,5000.0,0,0
CYNN,medium_airport,Nejanilini Lake Airport,59.4874992371,-97.7802963257,CA,Nejanilini Lake,3350.0,0,0
CYOA,medium_airport,Ekati Airport,64.6988983154,-110.614997864,CA,Ekati,6411.0,0,0
CYOD,medium_airport,CFB Cold Lake,54.40499877929688,-110.27899932861328,CA,Cold Lake,12600.0,0,0
CYOJ,medium_airport,High Level Airport,58.62139892578125,-117.16500091552734,CA,High Level,5000.0,0,0
CYOO,medium_airport,Oshawa Executive Airport,43.922798,-78.894997,CA,Oshawa,4750.0,0,0
CYOP,medium_airport,Rainbow Lake Airport,58.491402,-119.407997,CA,Rainbow Lake,4539.0,0,0
CYOS,medium_airport,Owen Sound / Billy Bishop Regional Airport,44.5903015137,-80.8375015259,CA,Owen Sound,3932.0,0,0
CYOW,large_airport,Ottawa Macdonald-Cartier International Airport,45.322498,-75.669197,CA,Ottawa,10000.0,1,0
CYPA,medium_airport,Prince Albert Glass Field,53.2141990662,-105.672996521,CA,Prince Albert,5000.0,0,0
CYPD,medium_airport,Port Hawkesbury Airport,45.6567001343,-61.3680992126,CA,Port Hawkesbury,5000.0,0,0
CYPE,medium_airport,Peace River Airport,56.226898,-117.446999,CA,Peace River,5000.0,0,0
CYPG,medium_airport,Portage-la-Prairie / Southport Airport,49.903099,-98.273817,CA,Portage la Prairie,7000.0,0,0
CYPK,medium_airport,Pitt Meadows Airport,49.216099,-122.709999,CA,Pitt Meadows,5003.0,0,0
CYPL,medium_airport,Pickle Lake Airport,51.4463996887207,-90.21420288085938,CA,Pickle Lake,4921.0,0,0
CYPN,medium_airport,Port-Menier Airport,49.836399,-64.288597,CA,Port-Menier,4886.0,0,0
CYPQ,medium_airport,Peterborough Municipal Airport,44.23,-78.363297,CA,Peterborough,7000.0,0,0
CYPR,medium_airport,Prince Rupert Airport,54.2860984802,-130.445007324,CA,Prince Rupert,6000.0,0,0
CYPW,medium_airport,Powell River Airport,49.83420181274414,-124.5,CA,Powell River,3627.0,0,0
CYPX,medium_airport,Puvirnituq Airport,60.050598,-77.286903,CA,Puvirnituq,6299.0,0,0
CYPY,medium_airport,Fort Chipewyan Airport,58.7672004699707,-111.11699676513672,CA,Fort Chipewyan,5000.0,0,0
CYPZ,medium_airport,Burns Lake Airport,54.3764,-125.950996,CA,Burns Lake,5000.0,0,0
CYQA,medium_airport,Muskoka Airport,44.975376,-79.306546,CA,Gravenhurst,6000.0,0,0
CYQB,large_airport,Quebec Jean Lesage International Airport,46.7911,-71.393303,CA,Quebec,9000.0,0,0
CYQD,medium_airport,The Pas Airport,53.97140121459961,-101.09100341796876,CA,The Pas,5901.0,0,0
CYQF,medium_airport,Red Deer Regional Airport,52.182201,-113.893997,CA,Springbrook,7500.0,0,0
CYQG,medium_airport,Windsor Airport,42.27560043334961,-82.95559692382812,CA,Windsor,9000.0,0,0
CYQH,medium_airport,Watson Lake Airport,60.116839,-128.821993,CA,Watson Lake,5504.0,0,0
CYQI,medium_airport,Yarmouth Airport,43.82690048217773,-66.08809661865234,CA,Yarmouth,6000.0,0,0
CYQK,medium_airport,Kenora Airport,49.78829956054688,-94.36309814453124,CA,Kenora,5800.0,0,0
CYQL,medium_airport,Lethbridge County Airport,49.6302986145,-112.800003052,CA,Lethbridge,6500.0,0,0
CYQM,medium_airport,Greater Moncton Roméo LeBlanc International Airport,46.112202,-64.678596,CA,Moncton,10001.0,0,0
CYQN,medium_airport,Nakina Airport,50.18280029296875,-86.69640350341797,CA,Nakina,3500.0,0,0
CYQQ,medium_airport,Comox Valley Airport / CFB Comox,49.7108,-124.887001,CA,Comox,10000.0,0,0
CYQR,medium_airport,Regina International Airport,50.43190002441406,-104.66600036621094,CA,Regina,7900.0,0,0
CYQS,medium_airport,St Thomas Municipal Airport,42.77000045776367,-81.11080169677734,CA,St Thomas,5013.0,0,0
CYQT,medium_airport,Thunder Bay Airport,48.37189865112305,-89.32389831542969,CA,Thunder Bay,7318.0,0,0
CYQU,medium_airport,Grande Prairie Airport,55.1796989441,-118.885002136,CA,Grande Prairie,8502.0,0,0
CYQV,medium_airport,Yorkton Municipal Airport,51.26470184326172,-102.46199798583984,CA,Yorkton,4800.0,0,0
CYQW,medium_airport,North Battleford Airport,52.769409,-108.243742,CA,North Battleford,5000.0,0,0
CYQX,medium_airport,Gander International Airport / CFB Gander,48.936258,-54.567719,CA,Gander,10200.0,0,0
CYQY,medium_airport,Sydney / J.A. Douglas McCurdy Airport,46.1614,-60.047798,CA,Sydney,7070.0,0,0
CYQZ,medium_airport,Quesnel Airport,53.026100158691406,-122.51000213623048,CA,Quesnel,5500.0,0,0
CYRB,medium_airport,Resolute Bay Airport,74.7169036865,-94.9693984985,CA,Resolute Bay,6500.0,0,0
CYRI,medium_airport,Rivière-du-Loup Airport,47.76440048217773,-69.58470153808594,CA,Rivière-du-Loup,6000.0,0,0
CYRJ,medium_airport,Roberval Airport,48.519665,-72.265735,CA,Roberval,5000.0,0,0
CYRL,medium_airport,Red Lake Airport,51.06689834594727,-93.79309844970705,CA,Red Lake,5001.0,0,0
CYRO,medium_airport,Ottawa / Rockcliffe Airport,45.4603004456,-75.64610290530001,CA,Ottawa,3300.0,0,0
CYRP,medium_airport,Ottawa / Carp Airport,45.3191986084,-76.0222015381,CA,Ottawa,3937.0,0,0
CYRQ,medium_airport,Trois-Rivières Airport,46.35279846191406,-72.67939758300781,CA,Trois-Rivières,9006.0,0,0
CYRT,medium_airport,Rankin Inlet Airport,62.8114013672,-92.1157989502,CA,Rankin Inlet,6000.0,0,0
CYRV,medium_airport,Revelstoke Airport,50.962245,-118.184258,CA,Revelstoke,4800.0,0,0
CYSB,medium_airport,Sudbury Airport,46.625,-80.79889678955078,CA,Sudbury,6600.0,0,0
CYSC,medium_airport,Sherbrooke Airport,45.438599,-71.691399,CA,Sherbrooke,6000.0,0,0
CYSF,medium_airport,Stony Rapids Airport,59.250301361083984,-105.84100341796876,CA,Stony Rapids,5050.0,0,0
CYSG,medium_airport,Saint-Georges Airport,46.096401,-70.714699,CA,Saint-Georges,5108.0,0,0
CYSH,medium_airport,Smiths Falls-Montague (Russ Beach) Airport,44.945801,-75.940598,CA,Smiths Falls,4000.0,0,0
CYSJ,medium_airport,Saint John Airport,45.31610107421875,-65.89029693603516,CA,Saint John,7000.0,0,0
CYSL,medium_airport,Saint-Léonard Airport,47.157097,-67.836242,CA,Saint-Léonard,4000.0,0,0
CYSM,medium_airport,Fort Smith Airport,60.020302,-111.961998,CA,Fort Smith,6000.0,0,0
CYSN,medium_airport,Niagara District Airport,43.191598,-79.171686,CA,Niagara-on-the-Lake,5000.0,0,0
CYSP,medium_airport,Marathon Airport,48.75529861450195,-86.34439849853516,CA,Marathon,3933.0,0,0
CYSU,medium_airport,Summerside Airport,46.440601,-63.833599,CA,Slemon Park,8000.0,0,0
CYTA,medium_airport,Pembroke Airport,45.86439895629883,-77.25170135498047,CA,Pembroke,5000.0,0,0
CYTF,medium_airport,Alma Airport,48.5089,-71.641899,CA,Alma,5000.0,0,0
CYTH,medium_airport,Thompson Airport,55.80110168457031,-97.86419677734376,CA,Thompson,5800.0,0,0
CYTR,medium_airport,CFB Trenton,44.118900299072266,-77.5280990600586,CA,Trenton,10000.0,0,0
CYTS,medium_airport,Timmins/Victor M. Power,48.5696983337,-81.376701355,CA,Timmins,6000.0,0,0
CYTZ,medium_airport,Billy Bishop Toronto City Centre Airport,43.627499,-79.396202,CA,Toronto,3988.0,0,0
CYUL,large_airport,Montreal / Pierre Elliott Trudeau International Airport,45.467837,-73.742294,CA,Montréal,11000.0,1,0
CYUX,medium_airport,Hall Beach Airport,68.7761,-81.2425,CA,Sanirajak,5410.0,0,0
CYUY,medium_airport,Rouyn Noranda Airport,48.20610046386719,-78.83560180664062,CA,Rouyn-Noranda,7485.0,0,0
CYVB,medium_airport,Bonaventure Airport,48.071098,-65.460297,CA,Bonaventure,5985.0,0,0
CYVC,medium_airport,La Ronge Airport,55.1514015198,-105.262001038,CA,La Ronge,5000.0,0,0
CYVD,medium_airport,Virden / RJ (Bob) Andrew Field Regional Aerodrome,49.8783,-100.917999,CA,Virden,4000.0,0,0
CYVK,medium_airport,Vernon Regional Airport,50.246163,-119.330963,CA,Vernon,3360.0,0,0
CYVO,medium_airport,Val-d'Or Airport,48.0532989502,-77.7827987671,CA,Val-d'Or,10000.0,0,0
CYVP,medium_airport,Kuujjuaq Airport,58.096099853515625,-68.4269027709961,CA,Kuujjuaq,6000.0,0,0
CYVQ,medium_airport,Norman Wells Airport,65.28160095214844,-126.7979965209961,CA,Norman Wells,5998.0,0,0
CYVR,large_airport,Vancouver International Airport,49.193901062,-123.183998108,CA,Vancouver,11500.0,1,0
CYVV,medium_airport,Wiarton Airport,44.7458,-81.107201,CA,Wiarton,5021.0,0,0
CYWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,49.9099998474,-97.2398986816,CA,Winnipeg,11000.0,1,0
CYWK,medium_airport,Wabush Airport,52.92190170288086,-66.8644027709961,CA,Wabush,6002.0,0,0
CYWL,medium_airport,Williams Lake Airport,52.1831016541,-122.054000854,CA,Williams Lake,7000.0,0,0
CYWY,medium_airport,Wrigley Airport,63.20940017700195,-123.43699645996094,CA,Wrigley,3500.0,0,0
CYXC,medium_airport,Cranbrook/Canadian Rockies International Airport,49.610801696777,-115.78199768066,CA,Cranbrook,6000.0,0,0
CYXE,medium_airport,Saskatoon John G. Diefenbaker International Airport,52.17079925537109,-106.6999969482422,CA,Saskatoon,8300.0,0,0
CYXH,medium_airport,Medicine Hat Regional Airport,50.018902,-110.721001,CA,Medicine Hat,5000.0,0,0
CYXJ,medium_airport,Fort St John / North Peace Regional Airport,56.238098,-120.739998,CA,Fort Saint John,6909.0,0,0
CYXK,medium_airport,Rimouski Airport,48.477644,-68.496323,CA,Rimouski,4600.0,0,0
CYXL,medium_airport,Sioux Lookout Airport,50.11389923095703,-91.9052963256836,CA,Sioux Lookout,5300.0,0,0
CYXQ,medium_airport,Beaver Creek Airport,62.410301208496094,-140.86700439453125,CA,Beaver Creek,3745.0,0,0
CYXR,medium_airport,Earlton (Timiskaming Regional) Airport,47.6974006546,-79.8473453522,CA,Earlton,5998.0,0,0
