ident,type,name,latitude_deg,longitude_deg,iso_country,municipality,longest_runway_ft,Amiri,A319_Amiri
VTSN,medium_airport,Cha Eian Airport,8.47115,99.955597,TH,Nakhon Si Thammarat,7546.0,0,0
VTSP,large_airport,Phuket International Airport,8.1132,98.316902,TH,Phuket,9843.0,0,1
VTSR,medium_airport,Ranong Airport,9.77762,98.585503,TH,Ranong,6562.0,0,0
VTSS,medium_airport,Hat Yai International Airport,6.93320989609,100.392997742,TH,Hat Yai,10007.0,0,0
VTST,medium_airport,Trang Airport,7.50874,99.6166,TH,Trang,6890.0,0,0
VTUD,medium_airport,Udon Thani Airport,17.386400222800003,102.788002014,TH,Udon Thani,10000.0,0,0
VTUI,medium_airport,Sakon Nakhon Airport,17.195100784301758,104.11900329589844,TH,,8530.0,0,0
VTUJ,medium_airport,Surin Airport,14.868300437927,103.49800109863,TH,Surin,5053.0,0,0
VTUK,medium_airport,Khon Kaen Airport,16.466600418099997,102.783996582,TH,Khon Kaen,10007.0,0,0
VTUL,medium_airport,Loei Airport,17.43910026550293,101.72200012207033,TH,,6890.0,0,0
VTUO,medium_airport,Buri Ram Airport,15.2295,103.252998,TH,Buriram,6890.0,0,0
VTUQ,medium_airport,Nakhon Ratchasima Airport,14.9495,102.313004,TH,Chaloem Phra Kiat,6890.0,0,0
VTUU,medium_airport,Ubon Ratchathani Airport,15.2512998581,104.870002747,TH,Ubon Ratchathani,9848.0,0,0
VTUV,medium_airport,Roi Et Airport,16.1168,103.774002,TH,Roi Et,6890.0,0,0
VTUW,medium_airport,Nakhon Phanom Airport,17.383801,104.642998,TH,Nakhon Phanom,8203.0,0,0
VVBM,medium_airport,Buon Ma Thuot Airport,12.668299675,108.120002747,VN,Buon Ma Thuot,9843.0,0,0
VVCI,medium_airport,Cat Bi International Airport,20.81686,106.722994,VN,Haiphong (Hai An),10007.0,0,0
VVCM,medium_airport,Cà Mau Airport,9.177667,105.177778,VN,Ca Mau City,4921.0,0,0
VVCR,medium_airport,Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.219002,VN,Cam Ranh,10000.0,0,0
VVCS,medium_airport,Con Dao Airport,8.73183,106.633003,VN,Con Dao,6004.0,0,0
VVCT,medium_airport,Can Tho International Airport,10.0851,105.711998,VN,Can Tho,9843.0,0,0
VVDB,medium_airport,Dien Bien Phu Airport,21.3974990845,103.008003235,VN,Dien Bien Phu,7874.0,0,0
VVDH,medium_airport,Dong Hoi Airport,17.515,106.590556,VN,Dong Hoi,7874.0,0,0
VVDL,medium_airport,Lien Khuong Airport,11.750556,108.366997,VN,Da Lat,10663.0,0,0
VVDN,medium_airport,Da Nang International Airport,16.0439,108.198997,VN,Da Nang,11483.0,0,0
VVGL,medium_airport,Gia Lam Air Base,21.040501,105.886002,VN,Hanoi  (Long Bien),6571.0,0,0
VVNB,large_airport,Noi Bai International Airport,21.221201,105.806999,VN,Hanoi (Soc Son),12466.0,1,1
VVPB,medium_airport,Phu Bai International Airport,16.400628,107.703094,VN,Huế,8775.0,0,0
VVPC,medium_airport,Phu Cat Airport,13.955,109.042,VN,Quy Nohn,10010.0,0,0
VVPK,medium_airport,Pleiku Airport,14.00450038909912,108.01699829101562,VN,Pleiku,7874.0,0,0
VVPQ,medium_airport,Phu Quoc International Airport,10.1698,103.9931,VN,Phu Quoc Island,9843.0,0,0
VVRG,medium_airport,Rach Gia Airport,9.95802997234,105.132379532,VN,Rach Gia,4921.0,0,0
VVTH,medium_airport,Dong Tac Airport,13.0496,109.334,VN,Tuy Hoa,9520.0,0,0
VVTS,large_airport,Tan Son Nhat International Airport,10.8188,106.652,VN,Ho Chi Minh City,12468.0,1,1
VVVD,medium_airport,Van Don International Airport,21.120693,107.41539,VN,Van Don,11811.0,0,0
VVVH,medium_airport,Vinh Airport,18.7376003265,105.67099762,VN,Vinh,7875.0,0,0
VYDW,medium_airport,Dawei Airport,14.103899955749512,98.20359802246094,MM,Dawei,7005.0,0,0
VYKG,medium_airport,Kengtung Airport,21.30159950256348,99.63600158691406,MM,Kengtung,7815.0,0,0
VYKP,medium_airport,Kyaukpyu Airport,19.42639923095703,93.53479766845705,MM,Kyaukpyu,4600.0,0,0
VYKT,medium_airport,Kawthoung Airport,10.04930019378662,98.53800201416016,MM,Kawthoung,6000.0,0,0
VYLK,medium_airport,Loikaw Airport,19.691499710083008,97.2147979736328,MM,Loikaw,5200.0,0,0
VYLS,medium_airport,Lashio Airport,22.9778995513916,97.752197265625,MM,Lashio,5285.0,0,0
VYMD,large_airport,Mandalay International Airport,21.70219993591309,95.97789764404295,MM,Mandalay,14003.0,1,1
VYME,medium_airport,Myeik Airport,12.439800262451172,98.62149810791016,MM,Mkeik,8795.0,0,0
VYMK,medium_airport,Myitkyina Airport,25.3836,97.351898,MM,Myitkyina,6100.0,0,0
VYMO,medium_airport,Momeik Airport,23.092500686645508,96.64530181884766,MM,,4498.0,0,0
VYMS,medium_airport,Mong Hsat Airport,20.51679992675781,99.25679779052734,MM,Mong Hsat,5000.0,0,0
VYNP,medium_airport,Nampong Air Base,25.3544006348,97.2951965332,MM,Myitkyina,11025.0,0,0
VYNS,medium_airport,Namsang Airport,20.890499114990234,97.73590087890624,MM,Namsang,12005.0,0,0
VYNT,medium_airport,Nay Pyi Taw International Airport,19.623501,96.200996,MM,Pyinmana,12000.0,0,0
VYPT,medium_airport,Putao Airport,27.32990074157715,97.42630004882812,MM,Putao,7002.0,0,0
VYST,medium_airport,Shante Air Base,20.941699981689453,95.91449737548828,MM,Meiktila,8501.0,0,0
VYSW,medium_airport,Sittwe Airport,20.133165,92.870693,MM,Sittwe,6001.0,0,0
VYTD,medium_airport,Thandwe Airport,18.4606990814209,94.30010223388672,MM,Thandwe,5502.0,0,0
VYTL,medium_airport,Tachileik Airport,20.483800888061523,99.9354019165039,MM,Tachileik,7002.0,0,0
VYYY,large_airport,Yangon International Airport,16.907300949099998,96.1332015991,MM,Yangon,11200.0,1,1
WAAA,large_airport,Hasanuddin International Airport,-5.06163,119.554001,ID,Ujung Pandang,10171.0,1,1
WABB,medium_airport,Frans Kaisiepo Airport,-1.19002,136.108002,ID,Biak,11715.0,0,0
WABP,medium_airport,Mozes Kilangin Airport,-4.52978,136.887388,ID,Timika,7841.0,0,0
WADD,large_airport,Denpasar I Gusti Ngurah Rai International Airport,-8.748409,115.167123,ID,"Kuta, Badung",9790.0,0,1
WADL,medium_airport,Lombok International Airport,-8.759962,116.278169,ID,"Mataram (Pujut, Lombok Tengah)",10826.0,0,0
WAEE,medium_airport,Sultan Babullah Airport,0.831012,127.381611,ID,Sango,5875.0,0,0
WAEW,medium_airport,Pitu Airport,2.04599,128.324997,ID,Gotalalamo-Morotai Island,7880.0,0,0
WAFB,medium_airport,Toraja Airport,-3.185833,119.91775,ID,Toraja,6562.0,0,0
WAFF,medium_airport,Mutiara - SIS Al-Jufrie Airport,-0.916462,119.908647,ID,Palu,6781.0,0,0
WAFP,medium_airport,Kasiguncu Airport,-1.414121,120.659241,ID,Poso-Celebes Island,3650.0,0,0
WAFW,medium_airport,Syukuran Aminuddin Amir Airport,-1.035893,122.773934,ID,Luwok,6070.0,0,0
WAGG,medium_airport,Tjilik Riwut Airport,-2.227146,113.943388,ID,Palangkaraya,8202.0,0,0
WAHI,medium_airport,Yogyakarta International Airport,-7.905338,110.057264,ID,Yogyakarta,10663.0,0,0
WAHL,medium_airport,Tunggul Wulung Airport,-7.64506,109.033997,ID,Cilacap,4593.0,0,0
WAJJ,large_airport,Dortheys Hiyo Eluay International Airport,-2.579627,140.519857,ID,Sentani,9842.0,0,0
WAJO,medium_airport,Oksibil Airport,-4.9071,140.6277,ID,Oksibil,2854.0,0,0
WAKK,medium_airport,Mopah International Airport,-8.523898,140.419693,ID,Merauke,6070.0,0,0
WALL,large_airport,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,-1.268342,116.89452,ID,Balikpapan,8202.0,0,1
WALR,medium_airport,Juwata International Airport / Suharnoko Harbani AFB,3.325145,117.564169,ID,Tarakan,7382.0,0,0
WALS,medium_airport,Aji Pangeran Tumenggung Pranoto International Airport,-0.374478,117.250128,ID,Samarinda,7382.0,0,0
WAMH,medium_airport,Naha Airport,3.68478,125.527162,ID,"Tabukan Utara, Sangihe Islands",3597.0,0,0
WAMM,medium_airport,Sam Ratulangi Airport,1.549266,124.926319,ID,Manado,8693.0,0,0
WAON,medium_airport,Warukin Airport,-2.21656,115.435997,ID,Tanta-Tabalong,4601.0,0,0
WAOO,medium_airport,Syamsudin Noor International Airport,-3.44236,114.763,ID,Landasan Ulin,8202.0,0,0
WAPF,medium_airport,Karel Sadsuitubun Airport,-5.760278,132.759444,ID,Langgur,7710.0,0,0
WAPN,medium_airport,Namniwel Airport,-3.143159,126.976469,ID,Namniwel,5249.0,0,0
WAPP,medium_airport,Pattimura International Airport,-3.71026,128.089005,ID,Ambon,8202.0,0,0
WAQT,medium_airport,Kalimarau Airport,2.14776,117.430705,ID,Tanjung Redeb - Borneo Island,4625.0,0,0
WARA,medium_airport,Abdul Rachman Saleh Airport,-7.929099,112.714233,ID,Malang,8202.0,0,0
WARJ,medium_airport,Adisutjipto Airport,-7.78818,110.431999,ID,Yogyakarta,7215.0,0,0
WARQ,medium_airport,Adisumarmo Airport,-7.516044,110.757492,ID,Surakarta,8530.0,0,0
WARR,large_airport,Juanda International Airport,-7.37983,112.787003,ID,Surabaya,9843.0,0,1
WARS,medium_airport,Achmad Yani Airport,-6.970732,110.373244,ID,Semarang,8399.0,0,0
WASF,medium_airport,Fakfak Airport,-2.920508,132.267011,ID,Fakfak,3415.0,0,0
WASK,medium_airport,Kaimana Airport,-3.6446,133.695116,ID,Kaimana,5249.0,0,0
WASO,medium_airport,Babo Airport,-2.53224,133.438995,ID,Babo,4280.0,0,0
WASR,medium_airport,Rendani Airport,-0.891833,134.048996,ID,Manokwari,6562.0,0,0
WASS,medium_airport,Domine Eduard Osok Airport,-0.894,131.287,ID,Sorong,6070.0,0,0
WAVV,medium_airport,Wamena Airport,-4.097324,138.952417,ID,Wamena,7135.0,0,0
WAWD,medium_airport,Matahora Airport,-5.293996,123.634,ID,Wangi-wangi Island,6959.0,0,0
WAWP,medium_airport,Sangia Nibandera Airport,-4.338158,121.524047,ID,Kolaka,6070.0,0,0
WBGB,medium_airport,Bintulu Airport,3.12385010719,113.019996643,MY,Bintulu,9006.0,0,0
WBGG,medium_airport,Kuching International Airport,1.487364,110.352859,MY,Kuching,12402.0,0,0
WBGJ,medium_airport,Limbang Airport,4.808300018310547,115.01000213623048,MY,Limbang,4922.0,0,0
WBGK,medium_airport,Mukah Airport,2.881944,112.043333,MY,Mukah,4921.0,0,0
WBGM,medium_airport,Marudi Airport,4.178734,114.330318,MY,Marudi,3274.0,0,0
WBGR,medium_airport,Miri Airport,4.32201,113.987,MY,Miri,9006.0,0,0
WBGS,medium_airport,Sibu Airport,2.2616,111.985001,MY,Sibu,9036.0,0,0
WBGZ,medium_airport,Bario Airport,3.734648,115.478548,MY,Bario,2198.0,0,0
WBKD,medium_airport,Lahad Datu Airport,5.03241,118.32376,MY,Lahad Datu,4498.0,0,0
WBKK,medium_airport,Kota Kinabalu International Airport,5.932743,116.049324,MY,Kota Kinabalu,12402.0,0,0
WBKL,medium_airport,Labuan Airport,5.301667,115.248333,MY,Labuan,9006.0,0,0
WBKS,medium_airport,Sandakan Airport,5.900899887084961,118.05899810791016,MY,Sandakan,8202.0,0,0
WBKW,medium_airport,Tawau Airport,4.31338,118.12152,MY,Tawau,8800.0,0,0
WBMU,medium_airport,Mulu Airport,4.048329830169678,114.80500030517578,MY,Mulu,4921.0,0,0
WBSB,large_airport,Brunei International Airport,4.9442,114.928001,BN,Bandar Seri Begawan,12000.0,1,1
WIBB,medium_airport,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,0.458647,101.444321,ID,Pekanbaru,7360.0,0,0
WIBD,medium_airport,Pinang Kampai Airport,1.609114,101.433492,ID,Dumai,5905.0,0,0
WIBJ,medium_airport,Japura Airport,-0.352808,102.334999,ID,Rengat-Sumatra Island,4265.0,0,0
WICA,medium_airport,Kertajati International Airport,-6.648924,108.166692,ID,Kertajati,9843.0,0,0
WICC,medium_airport,Husein Sastranegara International Airport,-6.90063,107.575996,ID,Bandung,7381.0,0,0
WIDD,medium_airport,Hang Nadim International Airport,1.12103,104.119003,ID,Batam,13270.0,0,0
WIHH,medium_airport,Halim Perdanakusuma International Airport,-6.266610145568848,106.89099884033205,ID,Jakarta,9843.0,0,0
WIII,large_airport,Soekarno-Hatta International Airport,-6.1255698204,106.65599823,ID,Jakarta,12008.0,1,1
WILL,medium_airport,Radin Inten II International Airport,-5.246803,105.182531,ID,Bandar Lampung,9088.0,0,0
WIMB,medium_airport,Binaka Airport,1.16628,97.704327,ID,Gunungsitoli,4445.0,0,0
WIME,medium_airport,Aek Godang Airport,1.4001,99.430496,ID,Padang Sidempuan,4580.0,0,0
WIMK,medium_airport,Soewondo Air Force Base,3.558425,98.672275,ID,Medan,9514.0,0,0
WIMM,large_airport,Kualanamu International Airport,3.637847,98.870566,ID,Beringin,12303.0,1,1
WIMS,medium_airport,Dr. Ferdinand Lumban Tobing Airport,1.557127,98.887145,ID,Sibolga (Pinangsori),5655.0,0,0
WIMU,medium_airport,Alas Leuser Airport,3.391456,97.863726,ID,Kutacane,5358.0,0,0
WIOG,medium_airport,Nanga Pinoh Airport,-0.34864,111.746155,ID,Nanga Pinoh-Borneo Island,3272.0,0,0
WIOK,medium_airport,Rahadi Osman Airport,-1.817165,109.963469,ID,Ketapang,4585.0,0,0
WION,medium_airport,Ranai Airport,3.90871,108.388,ID,Ranai-Natuna Besar Island,8410.0,0,0
WIOO,medium_airport,Supadio Airport,-0.150711,109.403999,ID,Pontianak,7380.0,0,0
WIOP,medium_airport,Pangsuma Airport,0.834579,112.940217,ID,Putussibau-Borneo Island,3294.0,0,0
WIPK,medium_airport,Depati Amir Airport,-2.1622,106.139,ID,Pangkal Pinang,6550.0,0,0
WIPL,medium_airport,Fatmawati Soekarno Airport,-3.8637,102.338997,ID,Bengkulu,7345.0,0,0
WIPP,medium_airport,Sultan Mahmud Badaruddin II Airport,-2.897653,104.698147,ID,Palembang,8202.0,0,0
WIPQ,medium_airport,Pendopo Airport,-3.2860701084136963,103.87999725341795,ID,Talang Gudang-Sumatra Island,4265.0,0,0
WIPT,medium_airport,Minangkabau International Airport,-0.786917,100.280998,ID,Padang (Katapiang),9020.0,0,0
WITK,medium_airport,Rembele Airport,4.72113,96.851943,ID,Takengon,3837.0,0,0
WITL,medium_airport,Lhok Sukon Airport,5.06951,97.259201,ID,Lhok Sukon-Sumatra Island,3675.0,0,0
WITT,medium_airport,Sultan Iskandar Muda International Airport,5.525087,95.41997,ID,Banda Aceh,9843.0,0,0
WMAP,medium_airport,Kluang Airport,2.04138994217,103.306999207,MY,Kluang,4101.0,0,0
WMBT,medium_airport,Tioman Airport,2.81818,104.160004,MY,Tioman Island,3255.0,0,0
WMKA,medium_airport,Sultan Abdul Halim Airport,6.189670085906982,100.39800262451172,MY,Alor Satar,9005.0,0,0
WMKB,medium_airport,RMAF Butterworth Air Base,5.46592,100.390999,MY,Butterworth,8000.0,0,0
WMKC,medium_airport,Sultan Ismail Petra Airport,6.166850090026856,102.29299926757812,MY,Kota Baharu,7874.0,0,0
WMKD,medium_airport,Kuantan Airport,3.775389909744263,103.20899963378906,MY,Kuantan,9200.0,0,0
WMKE,medium_airport,Kerteh Airport,4.53722,103.427002,MY,Kerteh,4446.0,0,0
WMKI,medium_airport,Sultan Azlan Shah Airport,4.567969799041748,101.09200286865234,MY,Ipoh,5900.0,0,0
WMKJ,medium_airport,Senai International Airport,1.64131,103.669998,MY,Johor Bahru,12467.0,0,0
WMKK,large_airport,Kuala Lumpur International Airport,2.74558,101.709999,MY,Sepang,13530.0,1,1
WMKL,medium_airport,Langkawi International Airport,6.329730033874512,99.72869873046876,MY,Langkawi,12500.0,0,0
WMKM,medium_airport,Malacca International Airport,2.265613,102.252778,MY,Malacca,7005.0,0,0
WMKN,medium_airport,Sultan Mahmud Airport,5.3826398849487305,103.10299682617188,MY,Kuala Terengganu,11417.0,0,0
WMKP,medium_airport,Penang International Airport,5.297140121459961,100.2770004272461,MY,Penang,10997.0,0,0
WMSA,medium_airport,Sultan Abdul Aziz Shah International Airport,3.130579948425293,101.54900360107422,MY,Subang,12401.0,0,0
WPDB,medium_airport,Suai Airport,-9.30331039428711,125.28700256347656,TL,Suai,3448.0,0,0
WPDL,medium_airport,Presidente Nicolau Lobato International Airport,-8.546562,125.524507,TL,Dili,6065.0,0,0
WPEC,medium_airport,Cakung Airport,-8.486479,126.399981,TL,Baucau,8233.0,0,0
WPOC,medium_airport,Rota Do Sândalo Oecusse Airport,-9.19806,124.343002,TL,Oecussi-Ambeno,7218.0,0,0
WSAG,medium_airport,Sembawang Air Base,1.42526,103.813004,SG,Sembawang,6255.0,0,0
WSAP,medium_airport,Paya Lebar Air Base,1.36042,103.910004,SG,Paya Lebar,12401.0,0,0
WSAT,medium_airport,Tengah Air Base,1.387561,103.708291,SG,Western Water Catchment,8999.0,0,0
WSSL,medium_airport,Seletar Airport,1.41555,103.86673,SG,Seletar,6023.0,0,0
WSSS,large_airport,Singapore Changi Airport,1.35019,103.994003,SG,Singapore,13123.0,1,1
XRMU,medium_airport,Khankala Air Base,43.2981,45.7841,RU,Grozny,8210.0,0,0
XRWL,medium_airport,Lebyazhye Air Base,50.201698,45.208302,RU,Kamyshin,8202.0,0,0
YABA,medium_airport,Albany Airport,-34.94329833984375,117.80899810791016,AU,Albany,5906.0,0,0
YAMB,medium_airport,RAAF Base Amberley,-27.640976,152.713688,AU,,9997.0,0,0
YARA,medium_airport,Ararat Airport,-37.309978,142.988688,AU,Ararat,4068.0,0,0
YARM,medium_airport,Armidale Airport,-30.5280990601,151.617004395,AU,Armidale,5702.0,0,0
YAYE,medium_airport,Ayers Rock Connellan Airport,-25.185913,130.97703,AU,Yulara,8527.0,0,0
YBAR,medium_airport,Barcaldine Airport,-23.566268,145.302086,AU,Barcaldine,5591.0,0,0
YBAS,medium_airport,Alice Springs Airport,-23.806588,133.903427,AU,Alice Springs,7999.0,0,0
YBBN,large_airport,Brisbane International Airport,-27.38419914245605,153.11700439453125,AU,Brisbane,11680.0,1,0
YBCG,medium_airport,Gold Coast Airport,-28.165962,153.506641,AU,Gold Coast,8176.0,0,0
YBCK,medium_airport,Blackall Airport,-24.431678,145.429716,AU,Blackall,5538.0,0,0
YBCS,medium_airport,Cairns International Airport,-16.878921,145.74948,AU,Cairns,10489.0,0,0
YBCV,medium_airport,Charleville Airport,-26.4132995605,146.261993408,AU,Charleville,5000.0,0,0
YBDV,medium_airport,Birdsville Airport,-25.897499084472656,139.34800720214844,AU,,5682.0,0,0
YBHI,medium_airport,Broken Hill Airport,-32.0013999939,141.472000122,AU,Broken Hill,8251.0,0,0
YBHM,medium_airport,Hamilton Island Airport,-20.3581008911,148.95199585,AU,Hamilton Island,5591.0,0,0
YBIE,medium_airport,Bedourie Airport,-24.3461,139.460007,AU,Bedourie,4921.0,0,0
YBKE,medium_airport,Bourke Airport,-30.03919982910156,145.95199584960938,AU,,6004.0,0,0
YBLA,medium_airport,Benalla Airport,-36.551899,146.007004,AU,Benalla,3422.0,0,0
YBMA,medium_airport,Mount Isa Airport,-20.66638,139.488468,AU,Mount Isa,8399.0,0,0
YBMK,medium_airport,Mackay Airport,-21.170816,149.182588,AU,Mackay,6499.0,0,0
YBNA,medium_airport,Ballina Byron Gateway Airport,-28.833236,153.561471,AU,Ballina,6234.0,0,0
YBNS,medium_airport,Bairnsdale Airport,-37.887539,147.569379,AU,Bairnsdale,3612.0,0,0
YBOK,medium_airport,Oakey Army Aviation Centre,-27.409262,151.736727,AU,,5410.0,0,0
YBOU,medium_airport,Boulia Airport,-22.913299560546875,139.89999389648438,AU,,4180.0,0,0
YBPN,medium_airport,Proserpine Whitsunday Coast Airport,-20.494416,148.553583,AU,Proserpine,6801.0,0,0
YBRK,medium_airport,Rockhampton Airport,-23.380019,150.475359,AU,Rockhampton,8622.0,0,0
YBRM,medium_airport,Broome International Airport,-17.948789,122.227407,AU,Broome,8064.0,0,0
YBRN,medium_airport,Balranald Airport,-34.624834,143.577114,AU,,3888.0,0,0
YBRW,medium_airport,Brewarrina Airport,-29.975792,146.81438,AU,,4547.0,0,0
YBSU,medium_airport,Sunshine Coast Airport,-26.593324,153.08319,AU,Maroochydore,9186.0,0,0
YBTH,medium_airport,Bathurst Airport,-33.406817,149.651161,AU,Bathurst,5594.0,0,0
YBTI,medium_airport,Bathurst Island Airport,-11.764966,130.615774,AU,Wurrumiyanga,4823.0,0,0
YBTL,medium_airport,Townsville Airport / RAAF Base Townsville,-19.252904,146.766512,AU,Townsville,7999.0,0,0
YBTR,medium_airport,Blackwater Airport,-23.6031,148.807007,AU,,5023.0,0,0
YBUD,medium_airport,Bundaberg Airport,-24.905039,152.322612,AU,Bundaberg,6562.0,0,0
YBWP,medium_airport,Weipa Airport,-12.677493,141.922618,AU,Weipa,5397.0,0,0
YBWW,medium_airport,Toowoomba Wellcamp Airport,-27.558332,151.793335,AU,Toowoomba,9416.0,0,0
YCAR,medium_airport,Carnarvon Airport,-24.880091,113.670752,AU,Carnarvon,5509.0,0,0
YCBA,medium_airport,Cobar Airport,-31.538299560546875,145.79400634765625,AU,,5564.0,0,0
YCBB,medium_airport,Coonabarabran Airport,-31.3325,149.266998,AU,,4987.0,0,0
YCBP,medium_airport,Coober Pedy Airport,-29.038312,134.722166,AU,Coober Pedy,4685.0,0,0
YCCA,medium_airport,Chinchilla Airport,-26.771947,150.617571,AU,Chinchilla,3497.0,0,0
YCCY,medium_airport,Cloncurry Airport,-20.6686000824,140.503997803,AU,Cloncurry,6562.0,0,0
YCDU,medium_airport,Ceduna Airport,-32.13059997558594,133.7100067138672,AU,,5709.0,0,0
YCEE,medium_airport,Cleve Airport,-33.709702,136.505005,AU,,4429.0,0,0
YCFS,medium_airport,Coffs Harbour Airport,-30.320601,153.115997,AU,Coffs Harbour,6824.0,0,0
YCIN,medium_airport,RAAF Base Curtin,-17.580458,123.828449,AU,Derby,10003.0,0,0
YCKN,medium_airport,Cooktown Airport,-15.443649,145.183221,AU,,5338.0,0,0
YCMT,medium_airport,Clermont Airport,-22.7731,147.621002,AU,,4301.0,0,0
YCMU,medium_airport,Cunnamulla Airport,-28.030000686645508,145.6219940185547,AU,,5686.0,0,0
YCNM,medium_airport,Coonamble Airport,-30.980946,148.377833,AU,,5010.0,0,0
YCOE,medium_airport,Coen Airport,-13.761133,143.113311,AU,Coen,4107.0,0,0
YCOM,medium_airport,Cooma Snowy Mountains Airport,-36.300445,148.972408,AU,Cooma,6955.0,0,0
YCOR,medium_airport,Corowa Airport,-35.994701,146.356995,AU,,5994.0,0,0
YCRG,medium_airport,Corryong Airport,-36.18280029296875,147.88800048828125,AU,,4596.0,0,0
YCTM,medium_airport,Cootamundra Airport,-34.624283,148.036641,AU,,4682.0,0,0
YCWR,medium_airport,Cowra Airport,-33.846894,148.648007,AU,,5348.0,0,0
YDBI,medium_airport,Dirranbandi Airport,-28.587912,148.217161,AU,,3993.0,0,0
YDBY,medium_airport,Derby Airport,-17.37193,123.66221,AU,Derby,5696.0,0,0
YDLQ,medium_airport,Deniliquin Airport,-35.5593986511,144.945999146,AU,Deniliquin,3999.0,0,0
YDPO,medium_airport,Devonport Airport,-41.1697006226,146.429992676,AU,Devonport,6030.0,0,0
YDYS,medium_airport,Dysart Airport,-22.6222,148.363998,AU,,5085.0,0,0
YECH,medium_airport,Echuca Airport,-36.15719985961914,144.76199340820312,AU,,3615.0,0,0
YELD,medium_airport,Elcho Island Airport,-12.019399642899998,135.570999146,AU,Elcho Island,4724.0,0,0
YEML,medium_airport,Emerald Airport,-23.5674991608,148.179000854,AU,Emerald,6234.0,0,0
YESP,medium_airport,Esperance Airport,-33.684399,121.822998,AU,Esperance,4921.0,0,0
YEWA,medium_airport,Eliwana,-22.428395,116.887879,AU,,8202.0,0,0
YFBS,medium_airport,Forbes Airport,-33.363602,147.934998,AU,Forbes,4029.0,0,0
YFRT,medium_airport,Forrest Airport,-30.83662,128.112811,AU,,4984.0,0,0
YFTZ,medium_airport,Fitzroy Crossing Airport,-18.183596,125.559783,AU,,4265.0,0,0
YGDH,medium_airport,Gunnedah Airport,-30.957511,150.248981,AU,,5400.0,0,0
YGEL,medium_airport,Geraldton Airport,-28.796101,114.707001,AU,Moonyoonooka,7838.0,0,0
YGFN,medium_airport,Clarence Valley Regional Airport,-29.754795,153.031234,AU,Grafton,5607.0,0,0
YGLA,medium_airport,Gladstone Airport,-23.869763,151.225439,AU,Gladstone,5364.0,0,0
YGLB,medium_airport,Goulburn Airport,-34.810298919677734,149.7259979248047,AU,,4209.0,0,0
YGLI,medium_airport,Glen Innes Airport,-29.676029,151.691156,AU,Glen Innes,5499.0,0,0
YGPT,medium_airport,Garden Point Airport,-11.399686,130.425568,AU,Pirlangimpi,4314.0,0,0
YGTE,medium_airport,Groote Eylandt Airport,-13.972405,136.458553,AU,Groote Eylandt,6237.0,0,0
YGTH,medium_airport,Griffith Airport,-34.2508010864,146.067001343,AU,Griffith,4931.0,0,0
YHAY,medium_airport,Hay Airport,-34.531399,144.830002,AU,,4800.0,0,0
YHBA,medium_airport,Hervey Bay Airport,-25.320127,152.880662,AU,Hervey Bay,6561.0,0,0
YHID,medium_airport,Horn Island Airport,-10.585628,142.292653,AU,Horn,4557.0,0,0
YHLC,medium_airport,Halls Creek Airport,-18.2339,127.669998,AU,,4839.0,0,0
YHML,medium_airport,Hamilton Airport,-37.64889907836914,142.06500244140625,AU,,4606.0,0,0
YHOT,medium_airport,Mount Hotham Airport,-37.0475006104,147.333999634,AU,Mount Hotham,4762.0,0,0
YHPN,medium_airport,Hopetoun Airport,-35.715302,142.360001,AU,,3730.0,0,0
YHSM,medium_airport,Horsham Airport,-36.669700622558594,142.17300415039062,AU,,4337.0,0,0
YIVL,medium_airport,Inverell Airport,-29.888299942,151.143997192,AU,Inverell,6936.0,0,0
YKER,medium_airport,Kerang Airport,-35.751399993896484,143.93899536132812,AU,,3501.0,0,0
YKII,medium_airport,King Island Airport,-39.87749862670898,143.8780059814453,AU,,5198.0,0,0
YKMP,medium_airport,Kempsey Airport,-31.07232,152.765313,AU,,5413.0,0,0
YKOW,medium_airport,Kowanyama Airport,-15.485369,141.752572,AU,Kowanyama,4528.0,0,0
YKRY,medium_airport,Kingaroy Airport,-26.581077,151.839927,AU,,5249.0,0,0
YKSC,medium_airport,Kingscote Airport,-35.71390151977539,137.52099609375,AU,,4600.0,0,0
YLEC,medium_airport,Leigh Creek Airport,-30.598301,138.425995,AU,,5610.0,0,0
YLEO,medium_airport,Leonora Airport,-28.87809944152832,121.31500244140624,AU,Leonora,6621.0,0,0
YLHR,medium_airport,Lockhart River Airport,-12.7869,143.304993,AU,Lockhart River,4919.0,0,0
YLIS,medium_airport,Lismore Airport,-28.830689,153.258419,AU,Lismore,5404.0,0,0
YLRD,medium_airport,Lightning Ridge Airport,-29.452857,147.977146,AU,,4613.0,0,0
YLRE,medium_airport,Longreach Airport,-23.4342,144.279999,AU,Longreach,6352.0,0,0
YLST,medium_airport,Leinster Airport,-27.843299865722656,120.7030029296875,AU,,5906.0,0,0
YLTV,medium_airport,Latrobe Valley Airport,-38.211004,146.470817,AU,Morwell,4692.0,0,0
YMAV,medium_airport,Avalon Airport,-38.039398,144.468994,AU,Lara,10000.0,0,0
YMAY,medium_airport,Albury Airport,-36.066758,146.959148,AU,East Albury,6234.0,0,0
YMBA,medium_airport,Mareeba Airport,-17.070277,145.424228,AU,Mareeba,4938.0,0,0
